timestamp,cell_id,band,rsrp_dbm,sinr_db,cqi,prb_utilization_dl,throughput_dl_mbps,latency_ms,packet_loss_rate,rrc_setup_success_rate,handover_success_rate,call_drop_rate,active_users
2026-01-05 13:30:00,Cell_001,B3,-90.66,13.14,11.7,43.73,67.88,29.45,0.0039,97.05,98.61,0.0111,82
2026-01-05 13:45:00,Cell_001,n78,-101.68,14.07,10.6,46.48,60.87,26.32,0.007,97.6,97.7,0.0101,90
2026-01-05 14:00:00,Cell_001,B20,-92.71,16.85,8.6,49.32,68.1,31.39,0.0057,99.5,95.9,0.0072,92
2026-01-05 14:15:00,Cell_001,B3,-96.35,15.53,12.7,45.41,55.08,23.93,0.0042,98.29,96.92,0.0026,65
2026-01-05 14:30:00,Cell_001,B20,-94.61,7.31,12.1,50.18,64.86,18.73,0.0077,98.71,99.38,0.0068,93
2026-01-05 14:45:00,Cell_001,B20,-92.83,17.45,11.9,58.01,66.79,22.26,0.005,98.97,98.5,0.0051,82
2026-01-05 15:00:00,Cell_001,B20,-93.23,17.86,7.8,41.39,64.18,14.72,0.0041,97.95,96.8,0.0082,85
2026-01-05 15:15:00,Cell_001,B7,-97.15,14.83,12.5,40.19,62.89,26.23,0.0056,98.89,96.99,0.0074,74
2026-01-05 15:30:00,Cell_001,n78,-93.05,11.35,8.8,53.49,68.49,19.91,0.0058,99.18,94.72,0.003,75
2026-01-05 15:45:00,Cell_001,n78,-84.69,15.85,12.1,38.88,60.8,25.79,0.0061,98.83,96.81,0.0066,90
2026-01-05 16:00:00,Cell_001,B20,-87.96,10.14,7.9,56.01,83.88,19.92,0.0023,98.56,97.93,0.0096,95
2026-01-05 16:15:00,Cell_001,n78,-93.86,12.32,11.0,45.61,61.85,32.2,0.0096,99.18,96.08,0.0077,97
2026-01-05 16:30:00,Cell_001,n78,-85.75,16.91,12.0,53.1,75.41,16.87,0.0062,98.17,95.72,0.0094,112
2026-01-05 16:45:00,Cell_001,B7,-85.2,15.77,12.9,48.1,74.03,19.63,0.0068,98.54,95.7,0.0059,87
2026-01-05 17:00:00,Cell_001,B7,-87.53,15.03,11.3,66.35,57.97,27.67,0.0057,98.05,95.75,0.007,135
2026-01-05 17:15:00,Cell_001,B20,-100.93,14.63,12.4,74.47,70.26,32.16,0.0043,97.85,97.34,0.0068,148
2026-01-05 17:30:00,Cell_001,B20,-92.66,11.27,10.6,67.74,57.98,29.69,0.0065,98.2,96.37,0.0066,124
2026-01-05 17:45:00,Cell_001,B7,-90.78,15.82,9.4,62.15,74.38,27.35,0.0018,97.38,97.03,0.0061,128
2026-01-05 18:00:00,Cell_001,n78,-105.36,16.19,13.2,56.98,56.2,28.99,0.0042,98.3,98.43,0.0097,125
2026-01-05 18:15:00,Cell_001,B7,-82.47,15.11,13.5,65.25,61.31,33.46,0.0124,99.01,96.29,0.0079,125
2026-01-05 18:30:00,Cell_001,B7,-87.46,15.09,11.4,66.11,63.37,33.7,0.0021,98.9,96.02,0.0031,129
2026-01-05 18:45:00,Cell_001,B3,-91.58,12.92,12.2,55.26,55.93,29.66,0.0059,98.67,95.99,0.0074,131
2026-01-05 19:00:00,Cell_001,B7,-101.79,14.96,10.7,65.17,59.72,32.9,0.0079,97.83,95.83,0.0038,134
2026-01-05 19:15:00,Cell_001,B3,-85.78,13.71,7.5,52.37,51.67,29.77,0.0052,98.52,96.69,0.0081,121
2026-01-05 19:30:00,Cell_001,B7,-89.61,10.39,11.5,66.82,58.53,38.35,0.0048,99.74,96.77,0.0034,131
2026-01-05 19:45:00,Cell_001,B7,-97.38,12.74,11.6,70.44,53.78,35.95,0.0083,99.36,97.53,0.0087,104
2026-01-05 20:00:00,Cell_001,B3,-96.34,15.36,10.2,64.67,78.82,31.32,0.0068,98.36,97.08,0.006,136
2026-01-05 20:15:00,Cell_001,n78,-86.17,19.94,11.4,70.72,48.49,31.65,0.0079,99.02,97.21,0.0078,137
2026-01-05 20:30:00,Cell_001,n78,-90.55,13.93,11.5,42.56,63.83,17.41,0.0026,98.77,97.48,0.0037,120
2026-01-05 20:45:00,Cell_001,B3,-85.15,13.55,14.1,65.98,64.08,38.47,0.0063,97.9,96.89,0.0059,111
2026-01-05 21:00:00,Cell_001,B3,-95.71,17.77,11.0,63.74,58.94,32.89,0.0072,97.9,95.96,0.0082,124
2026-01-05 21:15:00,Cell_001,B3,-99.08,16.33,11.6,53.75,62.29,34.94,0.0067,98.88,95.6,0.0067,126
2026-01-05 21:30:00,Cell_001,B20,-87.65,19.44,13.5,76.52,58.9,33.41,0.0075,98.57,97.13,0.0076,129
2026-01-05 21:45:00,Cell_001,B7,-95.65,13.76,11.9,66.02,63.4,34.68,0.0053,98.95,97.38,0.0035,150
2026-01-05 22:00:00,Cell_001,n78,-100.28,11.86,9.6,48.42,69.26,22.65,0.0072,98.7,97.32,0.0068,97
2026-01-05 22:15:00,Cell_001,B20,-102.54,13.91,7.9,48.29,71.95,28.18,0.0084,98.62,96.5,0.007,81
2026-01-05 22:30:00,Cell_001,B7,-87.07,13.33,12.1,53.42,62.45,27.9,0.0074,98.56,96.24,0.0043,80
2026-01-05 22:45:00,Cell_001,B20,-89.29,12.13,11.6,38.07,69.96,24.44,0.0109,97.67,98.47,0.0063,94
2026-01-05 23:00:00,Cell_001,B3,-89.78,14.54,13.0,44.35,83.32,21.42,0.0059,97.86,97.46,0.0089,87
2026-01-05 23:15:00,Cell_001,B3,-92.98,11.66,10.7,35.26,62.87,24.91,0.0086,100.0,96.41,0.0089,91
2026-01-05 23:30:00,Cell_001,B20,-89.84,15.19,11.2,44.73,58.02,17.83,0.0073,98.33,96.4,0.006,99
2026-01-05 23:45:00,Cell_001,n78,-91.1,13.03,12.7,60.63,76.95,27.89,0.0085,99.18,97.61,0.0072,95
2026-01-05 00:00:00,Cell_002,B20,-88.5,10.93,9.9,58.43,80.4,29.95,0.0055,97.81,96.76,0.0062,89
2026-01-05 00:15:00,Cell_002,B3,-86.33,13.92,11.5,40.09,76.5,24.01,0.0045,98.36,96.82,0.0055,113
2026-01-05 00:30:00,Cell_002,B3,-93.22,8.71,9.7,45.9,65.14,29.53,0.0057,99.27,97.06,0.0061,87
2026-01-05 00:45:00,Cell_002,n78,-91.98,20.16,7.8,31.99,66.57,24.06,0.0074,98.78,96.62,0.008,102
2026-01-05 01:00:00,Cell_002,n78,-87.19,15.82,10.2,53.58,73.11,24.01,0.0089,97.03,95.58,0.0036,83
2026-01-05 01:15:00,Cell_002,B3,-93.27,10.48,9.6,41.11,96.57,31.21,0.0052,98.28,95.85,0.0022,86
2026-01-05 01:30:00,Cell_002,B3,-92.42,10.2,9.9,49.19,75.66,25.67,0.0034,99.01,96.2,0.0073,88
2026-01-05 01:45:00,Cell_002,B3,-98.88,14.05,11.5,52.9,70.59,30.13,0.008,98.35,97.75,0.0099,115
2026-01-05 02:00:00,Cell_002,B3,-96.63,19.45,9.5,37.42,67.14,25.68,0.0058,98.11,96.33,0.0046,76
2026-01-05 02:15:00,Cell_002,n78,-80.59,15.89,12.2,44.09,70.14,21.15,0.0007,97.67,95.19,0.0015,71
2026-01-05 02:30:00,Cell_002,n78,-92.22,18.87,11.6,54.26,62.99,26.1,0.0075,98.15,97.56,0.0071,80
2026-01-05 02:45:00,Cell_002,B20,-97.61,11.45,11.1,50.62,64.07,24.11,0.0071,98.87,98.55,0.0086,74
2026-01-05 03:00:00,Cell_002,B7,-94.65,18.13,11.1,44.7,53.92,23.31,0.0029,99.08,98.52,0.0044,92
2026-01-05 03:15:00,Cell_002,B3,-95.63,13.11,12.1,47.69,89.4,22.07,0.008,98.56,97.8,0.0051,87
2026-01-05 03:30:00,Cell_002,B7,-96.18,16.99,11.9,52.75,87.37,29.8,0.0053,98.72,96.38,0.006,80
2026-01-05 03:45:00,Cell_002,B3,-83.9,16.09,10.7,57.55,50.29,15.94,0.0076,98.54,97.25,0.0033,88
2026-01-05 04:00:00,Cell_002,B20,-87.88,15.51,10.4,44.84,50.71,25.03,0.0077,97.55,96.34,0.0037,74
2026-01-05 04:15:00,Cell_002,B3,-91.73,8.75,11.9,54.03,69.49,14.08,0.004,99.24,94.22,0.0053,71
2026-01-05 04:30:00,Cell_002,B20,-95.38,16.21,11.8,62.69,69.97,25.5,0.003,99.21,96.24,0.0049,88
2026-01-05 04:45:00,Cell_002,B20,-99.81,15.69,12.4,50.34,56.11,23.5,0.0075,97.37,95.93,0.0078,92
2026-01-05 05:00:00,Cell_002,n78,-82.7,16.41,11.9,69.69,69.86,20.81,0.0069,98.76,96.47,0.0039,120
2026-01-05 05:15:00,Cell_002,B20,-90.37,12.8,12.3,47.13,69.47,26.25,0.0034,98.71,98.91,0.0069,83
2026-01-05 05:30:00,Cell_002,n78,-94.05,14.24,10.5,55.33,54.67,27.45,0.0052,98.73,95.87,0.0087,105
2026-01-05 05:45:00,Cell_002,B20,-87.2,10.46,12.2,51.24,55.95,23.9,0.0067,98.83,97.18,0.0066,109
2026-01-05 06:00:00,Cell_002,B3,-106.34,14.05,10.8,33.98,72.94,29.0,0.0038,98.7,96.08,0.0047,109
2026-01-05 06:15:00,Cell_002,B7,-94.71,16.39,8.4,62.9,78.03,23.27,0.0072,97.65,98.18,0.0054,85
2026-01-05 06:30:00,Cell_002,B20,-94.9,17.08,11.4,53.21,71.91,26.05,0.0052,99.84,95.43,0.0085,107
2026-01-05 06:45:00,Cell_002,n78,-96.26,21.69,12.4,55.77,72.28,23.13,0.0056,98.73,98.4,0.0064,75
2026-01-05 07:00:00,Cell_002,n78,-87.39,16.96,12.0,45.83,62.71,20.53,0.0027,98.64,96.92,0.0051,47
2026-01-05 07:15:00,Cell_002,B3,-98.24,18.36,10.1,50.88,58.09,29.75,0.0057,98.67,99.33,0.009,84
2026-01-05 07:30:00,Cell_002,B3,-93.63,16.53,10.9,44.84,86.67,23.54,0.0106,98.55,98.79,0.0067,101
2026-01-05 07:45:00,Cell_002,B3,-95.62,12.44,11.6,55.91,72.4,18.85,0.0033,97.64,95.23,0.0062,104
2026-01-05 08:00:00,Cell_002,B3,-108.67,14.43,10.8,64.77,15.95,22.44,0.0094,98.77,97.56,0.044,93
2026-01-05 08:15:00,Cell_002,B7,-108.86,15.99,11.3,43.07,14.09,21.51,0.0039,98.29,95.9,0.0325,72
2026-01-05 08:30:00,Cell_002,B3,-116.99,15.99,10.7,51.99,11.59,23.83,0.01,98.58,97.07,0.0387,101
2026-01-05 08:45:00,Cell_002,n78,-111.51,18.94,10.6,32.52,9.33,13.0,0.0055,98.39,96.58,0.0419,105
2026-01-05 09:00:00,Cell_002,B3,-110.29,17.94,9.4,64.07,19.48,27.0,0.0026,97.94,98.52,0.0479,100
2026-01-05 09:15:00,Cell_002,B3,-113.19,9.66,9.9,52.41,23.86,17.73,0.0046,98.15,96.63,0.0435,79
2026-01-05 09:30:00,Cell_002,B20,-111.66,15.42,9.9,38.83,21.71,21.46,0.0037,98.6,97.73,0.0369,88
2026-01-05 09:45:00,Cell_002,B3,-115.86,11.21,11.0,56.23,8.28,25.38,0.0084,98.41,97.55,0.0445,86
2026-01-05 10:00:00,Cell_002,n78,-94.28,10.84,9.0,46.61,64.7,25.51,0.0069,98.69,97.24,0.0092,73
2026-01-05 10:15:00,Cell_002,n78,-92.27,18.4,12.8,36.63,68.88,29.43,0.007,98.62,96.78,0.0052,92
2026-01-05 10:30:00,Cell_002,B7,-92.21,15.24,10.1,52.26,101.14,16.89,0.0066,98.04,97.58,0.0061,99
2026-01-05 10:45:00,Cell_002,B3,-86.12,15.58,12.6,29.25,87.9,25.5,0.0082,97.77,96.17,0.0063,88
2026-01-05 11:00:00,Cell_002,n78,-86.58,9.7,12.4,48.07,69.96,18.12,0.007,97.05,97.65,0.003,89
2026-01-05 11:15:00,Cell_002,B20,-92.6,18.51,10.7,42.45,66.93,29.09,0.0071,98.27,96.76,0.0029,93
2026-01-05 11:30:00,Cell_002,B3,-88.24,15.39,14.3,39.2,70.97,31.19,0.0084,98.08,97.22,0.006,92
2026-01-05 11:45:00,Cell_002,B20,-95.49,14.73,8.8,49.08,76.5,23.09,0.0028,99.09,97.36,0.0045,84
2026-01-05 12:00:00,Cell_002,B3,-97.13,13.39,12.7,42.88,78.4,21.85,0.0065,98.42,97.87,0.0049,66
2026-01-05 12:15:00,Cell_002,n78,-98.91,13.4,9.3,51.28,67.34,33.5,0.0025,98.62,95.87,0.005,90
2026-01-05 12:30:00,Cell_002,B3,-90.82,20.71,10.4,50.08,82.25,23.34,0.0048,97.13,97.64,0.0058,74
2026-01-05 12:45:00,Cell_002,B7,-91.37,13.25,10.3,52.85,58.62,28.19,0.0032,98.1,98.92,0.0083,89
2026-01-05 13:00:00,Cell_002,B7,-94.65,15.22,11.1,47.27,71.69,23.14,0.0031,98.19,97.91,0.0033,85
2026-01-05 13:15:00,Cell_002,B20,-96.1,15.33,10.5,59.82,77.07,18.75,0.0073,98.04,96.42,0.0066,81
2026-01-05 13:30:00,Cell_002,B20,-95.87,13.14,10.1,43.47,82.99,26.52,0.0094,99.86,95.97,0.0061,72
2026-01-05 13:45:00,Cell_002,n78,-95.89,13.11,9.5,39.58,70.56,19.13,0.0077,97.95,99.81,0.0051,89
2026-01-05 14:00:00,Cell_002,B20,-83.47,18.36,11.4,37.23,74.11,19.51,0.0089,98.99,97.1,0.0011,74
2026-01-05 14:15:00,Cell_002,B3,-88.56,18.64,12.6,35.26,75.02,28.06,0.0027,98.5,97.27,0.0054,62
2026-01-05 14:30:00,Cell_002,B7,-93.64,14.56,10.2,44.46,71.6,25.77,0.0054,98.25,97.09,0.0022,95
2026-01-05 14:45:00,Cell_002,n78,-92.0,15.12,12.3,32.38,52.26,25.1,0.006,98.6,96.54,0.0073,101
2026-01-05 15:00:00,Cell_002,n78,-93.3,8.68,12.1,57.77,78.45,20.48,0.0073,99.02,98.56,0.0042,85
2026-01-05 15:15:00,Cell_002,B7,-88.26,15.17,9.4,51.32,77.79,24.35,0.0064,98.34,98.48,0.0042,80
2026-01-05 15:30:00,Cell_002,B7,-87.61,10.51,9.2,31.7,72.33,19.53,0.0052,98.9,96.36,0.0065,84
2026-01-05 15:45:00,Cell_002,n78,-88.64,16.43,10.0,46.65,82.44,25.57,0.0032,98.89,95.92,0.0088,102
2026-01-05 16:00:00,Cell_002,B7,-91.21,14.37,11.9,45.03,74.36,27.49,0.0049,98.13,95.81,0.0039,62
2026-01-05 16:15:00,Cell_002,B20,-88.35,20.43,13.0,34.99,79.25,29.69,0.0051,98.56,94.99,0.0065,73
2026-01-05 16:30:00,Cell_002,B7,-99.81,16.63,12.4,41.73,60.63,15.38,0.0055,98.15,95.45,0.0069,82
2026-01-05 16:45:00,Cell_002,B20,-97.38,13.34,12.5,52.82,70.7,26.48,0.0037,98.52,97.15,0.0051,94
2026-01-05 17:00:00,Cell_002,n78,-89.45,16.66,6.9,75.52,29.52,29.54,0.0081,98.31,95.53,0.0038,144
2026-01-05 17:15:00,Cell_002,B20,-101.61,18.39,10.9,56.46,54.17,27.93,0.0077,98.94,95.28,0.0052,118
2026-01-05 17:30:00,Cell_002,B7,-98.75,19.81,11.0,56.7,53.23,28.79,0.0035,98.56,95.77,0.0016,125
2026-01-05 17:45:00,Cell_002,B7,-101.01,12.74,9.7,59.03,80.01,32.23,0.0065,97.43,96.35,0.0064,116
2026-01-05 18:00:00,Cell_002,n78,-112.29,14.14,10.2,67.31,23.98,30.92,0.0055,98.06,97.49,0.0351,129
2026-01-05 18:15:00,Cell_002,B3,-110.91,15.31,13.4,55.28,18.74,24.43,0.0064,99.45,97.49,0.0307,122
2026-01-05 18:30:00,Cell_002,n78,-111.27,12.7,9.9,55.12,17.35,34.18,0.0065,99.08,97.09,0.0547,134
2026-01-05 18:45:00,Cell_002,n78,-105.67,13.0,11.6,68.01,23.29,36.49,0.0058,97.83,98.19,0.0369,112
2026-01-05 19:00:00,Cell_002,B7,-109.3,14.92,10.1,70.65,6.99,32.06,0.0044,98.58,96.93,0.0386,109
2026-01-05 19:15:00,Cell_002,B20,-108.23,18.92,10.3,71.28,23.3,32.45,0.0075,98.22,98.0,0.0523,134
2026-01-05 19:30:00,Cell_002,B3,-109.25,12.02,11.9,69.98,17.54,27.51,0.0075,97.77,98.16,0.0225,135
2026-01-05 19:45:00,Cell_002,B3,-111.59,11.72,9.0,79.78,18.29,33.52,0.0054,98.4,97.96,0.0257,137
2026-01-05 20:00:00,Cell_002,B20,-107.93,15.17,9.2,65.72,23.89,23.38,0.0042,98.74,97.39,0.0362,132
2026-01-05 20:15:00,Cell_002,n78,-116.42,13.11,11.7,67.56,27.72,32.53,0.0076,98.56,97.78,0.0391,119
2026-01-05 20:30:00,Cell_002,n78,-110.4,17.32,10.6,61.9,22.45,27.81,0.0044,98.63,97.39,0.0349,143
2026-01-05 20:45:00,Cell_002,n78,-112.57,15.32,11.3,72.18,22.11,32.18,0.0044,98.54,96.97,0.0455,161
2026-01-05 21:00:00,Cell_002,B20,-80.31,13.87,11.5,59.61,56.48,33.0,0.0077,98.69,98.26,0.0058,125
2026-01-05 21:15:00,Cell_002,B3,-78.48,16.18,10.0,60.45,50.57,35.75,0.0053,98.58,96.94,0.0075,118
2026-01-05 21:30:00,Cell_002,B3,-90.88,16.8,11.5,59.52,66.77,29.02,0.005,97.93,98.3,0.0073,138
2026-01-05 21:45:00,Cell_002,B20,-85.76,23.44,8.6,60.09,53.84,28.6,0.0038,98.32,95.78,0.0067,131
2026-01-05 22:00:00,Cell_002,B3,-89.46,16.81,10.5,64.97,74.34,16.55,0.004,97.46,97.02,0.0058,81
2026-01-05 22:15:00,Cell_002,B7,-81.95,16.65,12.0,40.55,62.01,24.15,0.0063,97.39,96.82,0.006,85
2026-01-05 22:30:00,Cell_002,n78,-94.7,14.47,11.1,52.84,82.81,22.82,0.0051,98.76,97.61,0.0051,99
2026-01-05 22:45:00,Cell_002,B3,-87.1,18.88,13.5,41.07,72.14,24.05,0.0058,98.11,95.51,0.0062,77
2026-01-05 23:00:00,Cell_002,B3,-95.97,11.7,11.3,49.21,77.79,32.74,0.0066,98.79,95.92,0.0034,110
2026-01-05 23:15:00,Cell_002,B20,-96.62,11.87,10.9,47.28,62.97,22.78,0.0085,98.02,95.61,0.0079,95
2026-01-05 23:30:00,Cell_002,B7,-99.91,12.77,10.9,57.33,61.63,23.66,0.0074,97.07,98.03,0.0036,93
2026-01-05 23:45:00,Cell_002,n78,-90.77,18.25,11.8,28.98,64.15,24.55,0.0056,98.79,97.79,0.0072,85
2026-01-05 00:00:00,Cell_003,B20,-94.28,16.25,9.5,53.05,81.08,24.51,0.0,97.73,98.89,0.0049,60
2026-01-05 00:15:00,Cell_003,B3,-85.82,15.04,12.5,50.22,76.59,25.45,0.0074,99.87,97.97,0.0028,94
2026-01-05 00:30:00,Cell_003,B7,-85.99,13.72,12.6,55.42,97.73,21.0,0.005,98.32,96.51,0.0042,49
2026-01-05 00:45:00,Cell_003,n78,-94.17,16.11,10.3,63.48,72.13,29.16,0.0065,99.0,97.28,0.0087,89
2026-01-05 01:00:00,Cell_003,n78,-90.17,14.14,11.6,65.88,69.3,25.68,0.0085,99.18,97.01,0.0012,95
2026-01-05 01:15:00,Cell_003,B7,-103.1,19.41,11.2,56.0,62.98,17.79,0.0065,98.48,96.51,0.0062,127
2026-01-05 01:30:00,Cell_003,B3,-86.75,17.53,13.1,46.48,51.45,23.25,0.0076,97.92,96.82,0.0046,109
2026-01-05 01:45:00,Cell_003,n78,-88.25,16.95,11.9,47.7,73.98,19.26,0.0016,98.59,97.32,0.0084,110
2026-01-05 02:00:00,Cell_003,B7,-96.99,13.94,11.7,68.26,86.8,28.48,0.0052,97.97,97.79,0.0038,85
2026-01-05 02:15:00,Cell_003,B7,-92.57,19.78,10.5,28.49,77.04,21.2,0.0061,98.45,96.73,0.0076,67
2026-01-05 02:30:00,Cell_003,B3,-88.58,13.16,8.7,53.35,83.23,23.82,0.0021,98.92,95.34,0.0066,76
2026-01-05 02:45:00,Cell_003,B3,-97.8,13.67,10.7,42.85,77.89,22.22,0.008,98.67,96.3,0.0043,65
2026-01-05 03:00:00,Cell_003,n78,-93.77,7.88,10.2,40.79,87.76,17.19,0.0031,99.17,98.36,0.0045,79
2026-01-05 03:15:00,Cell_003,B3,-88.92,8.02,8.4,45.75,87.5,22.26,0.0062,99.18,99.11,0.0048,88
